,loss,acc,val_loss,val_acc
0,0.5355493426322937,0.7139999866485596,0.3239310681819916,0.8560000061988831
1,0.3320716619491577,0.8554999828338623,0.16263413429260254,0.9229999780654907
2,0.24102750420570374,0.9004999995231628,0.13123032450675964,0.9419999718666077
3,0.19214870035648346,0.9235000014305115,0.18701589107513428,0.9120000004768372
4,0.16833360493183136,0.9325000047683716,0.09093856066465378,0.9629999995231628
5,0.14732854068279266,0.9415000081062317,0.1497642546892166,0.9490000009536743
6,0.13248637318611145,0.9495000243186951,0.0996992215514183,0.9629999995231628
7,0.12403558939695358,0.9520000219345093,0.09099781513214111,0.9639999866485596
8,0.09905478358268738,0.9614999890327454,0.13719020783901215,0.9610000252723694
9,0.09294767677783966,0.9614999890327454,0.18318110704421997,0.949999988079071
10,0.07762014120817184,0.9735000133514404,0.08298986405134201,0.9670000076293945
11,0.07193903625011444,0.9804999828338623,0.1003904864192009,0.9679999947547913
12,0.07363853603601456,0.9725000262260437,0.08543025702238083,0.9679999947547913
13,0.06959990411996841,0.9760000109672546,0.12720339000225067,0.9480000138282776
14,0.0740903913974762,0.9704999923706055,0.07447301596403122,0.9679999947547913
15,0.05261167138814926,0.9850000143051147,0.07827642560005188,0.9750000238418579
16,0.07946954667568207,0.9739999771118164,0.07919162511825562,0.9760000109672546
17,0.050894398242235184,0.9769999980926514,0.07303161174058914,0.9760000109672546
18,0.05687640607357025,0.9789999723434448,0.10723133385181427,0.972000002861023
19,0.05620795488357544,0.9804999828338623,0.09508560597896576,0.9710000157356262
20,0.05344902351498604,0.9815000295639038,0.10342501103878021,0.9660000205039978
21,0.045383624732494354,0.9829999804496765,0.20542173087596893,0.9570000171661377
22,0.04032796621322632,0.9890000224113464,0.1342354267835617,0.9629999995231628
23,0.04208147153258324,0.9854999780654907,0.1484576165676117,0.9599999785423279
24,0.032516852021217346,0.9915000200271606,0.0996570959687233,0.9739999771118164
25,0.04531379044055939,0.9869999885559082,0.12549640238285065,0.9629999995231628
26,0.03373683989048004,0.9894999861717224,0.1387537121772766,0.9610000252723694
27,0.048567041754722595,0.984499990940094,0.12461073696613312,0.972000002861023
28,0.03508012369275093,0.9884999990463257,0.11504381895065308,0.9750000238418579
29,0.028476106002926826,0.9904999732971191,0.12772829830646515,0.9639999866485596
